start	end	text
0	6640	Imagine your entire life, every complicated decision, every messy argument you've ever had,
6800	14660	every ambiguous moment. All of it. Yeah, all of it. Just boiled down to exactly 11 tidy lines in
14660	18940	a dictionary. I mean, what gets lost in that compression? Basically everything, right? Right.
19180	24100	Welcome to the Deep Dive. Today, we're unpacking a really fascinating experimental screenplay
24100	30740	called City of Brutes by an independent researcher known as Flyxion. And it's not really your standard
30740	35920	narrative. It functions much more like this dense work of institutional philosophy that's just
35920	42140	disguised as cinema. Exactly. It's this profound exploration of how institutions process information
42140	47180	and how, you know, reality just gets flattened into history. Yeah. And it operates around this
47180	53160	really startling hypothesis from the 16th century. It goes, well, roughly translated. It's that brute
53160	58600	animals employ reason better than man. Which is such a deliberate provocation, you know? Yeah.
58720	63300	Because we're taught that human language, our ability to map and document things, is our ultimate
63300	69840	evolutionary advantage. Right. But this text suggests the exact opposite. It argues that our institutions,
70220	75560	our endless paperwork, our desperate need to represent the world before we interact with it.
75620	80380	It actually cryptos us. Exactly. It completely paralyzes us. So to really get into this,
80380	85140	we're going to explore three recurring domains from the text. We've got the administrative domain,
85300	89900	which is how humans try to create order out of noise. Then there's the animal domain,
90260	96140	where creatures navigate the exact same world through pure, unmediated action. And finally,
96220	101640	the performative domain, right? Where human roles and identities just totally detach from reality.
102020	105860	What's fascinating here is that Flyxion describes this whole screenplay
105860	110880	as an accumulation of impossibility. Oh, I love that phrase. Right. It shows a system
110880	115780	functioning perfectly, operating at absolute maximum capacity, while simultaneously making
115780	121880	just zero sense globally. I mean, think about how you process the endless flood of information in
121880	127200	your own life. Your emails, your meetings, those massive group chats. Are you actually understanding
127200	131700	it or are you just functioning within it? Yeah, we're really watching the triumph of procedure
131700	137800	over truth here. So the text throws us right into this dynamic. The opening scene places us in a
137800	144160	diplomatic antechamber in a state of what the author calls maximum channel density. It's a great setup.
144260	148980	Yeah. Early morning light, plaster walls. But the author spends significant time describing
148980	155900	what isn't there. Yes. The negative cartography. Exactly. The walls bear these faint discolorations
155900	161600	of old maps and portraits that have been taken down. So the space is literally defined by subtraction.
161700	166220	You can only see the ghosts of the authorities that used to be there. And people in the room
166220	169860	aren't arranged logically. They're just gathered wherever there's physical space.
170060	174040	And the noise, the acoustic environment is critical. It's not deafening,
174340	179640	but it's this continuous equilibrium. Speech has stopped functioning as discrete messages and just
179640	184580	become ambient noise. Just a distributed field of activity. And out of that noise, we get this
184580	190460	micro interaction between two diplomats. And honestly, it serves as the blueprint for the entire human
190460	195140	administrative condition. Well, the road argument. Yeah. So they're having this collegial but
195140	202200	fundamentally adversarial exchange. The first diplomat says the road was clear. And the second
202200	208220	diplomat waits this highly measured interval, like a deliberate pause and replies, that is not what we
208220	213520	were told. Then the first one counters the report you received was compiled yesterday. And the second one
213520	220480	says the report I received was subsequently revised. And that's it. Now, in any rational truth-seeking
220480	226480	paradigm, that conversation has to stop, right? You have to establish the facts. Was the road clear
226480	231820	or not? But they never resolve it. They don't even try. Neither voice rises in pitch. The contradiction
231820	237500	just hangs there. It subsists as a shared premise. They continue to build their exchange right on top of
237500	243240	it. Each statement implicitly grants the prior statement this provisional validity that it hasn't
243240	249340	actually earned. It totally reminds me of a chaotic corporate Slack channel or like a massive email
249340	254560	thread where everyone is talking. No one is actually agreeing on the fundamental facts. But the project
254560	259320	just keeps moving forward anyway. That's a perfect analogy because they're talking directly through the
259320	264780	contradiction, using the disagreement itself to make their next maneuver. But I mean, let me push back
264780	269700	on this a little. Aren't these diplomats technically failing at their jobs if they aren't communicating
